stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
16040660,,"Roðamói",,64.18083,-21.606564,,,0,,,,
16040661,,"Mosfell",,64.180615,-21.619987,,,0,,,,
16040662,,"Tjaldanes",,64.18039,-21.635743,,,0,,,,
16040663,,"Álafoss",,64.1674549312659,-21.6825120604026,,,0,,,,
16040666,,"Helgafellsskóli",,64.1673578872702,-21.664741757037,,,0,,,,
16040667,,"Vefarastræti",,64.1689672717032,-21.6714987268818,,,0,,,,
16040668,,"Álafoss",,64.1675276419087,-21.6820541257391,,,0,,,,
16040669,,"FMOS",,64.1656954722233,-21.7034970207252,,,0,,,,
16049670,,"Laxatunga",,64.1816750307885,-21.6919785651855,,,0,,,,
16049671,,"Tungubakkar",,64.1845172585536,-21.694540913184,,,0,,,,
